site,bag_id,artifact,layer,locus,square,raw_material,support,preservation,length,width,thickness,weight,usewear_macro,usewear_location,usewear_type,active_areas,residues_macro,typology,photo_file,observations
Nesher Ramla,233,233,5,37,N21,Limestone,Pebble,broken,57.86,32.54,31.6,98,no,,,,no,Manuport,,
Nesher Ramla,8727,8727,5,45B,,Limestone,Pebble,broken,55.35,42.53,14.89,46,no,,,,no,Manuport,,flake?
Nesher Ramla,8502,8502,5,37,,Limestone,Pebble,complete,63.02,59.91,44.41,253,yes,central,striations,1,no,Undefined,,
Nesher Ramla,8498,8498,5,37,,Limestone,Pebble,complete,70.89,52.23,42.73,227,yes,central,striations,1,no,Undefined,,????
Nesher Ramla,1584,1584,5,37,,Limestone,block,broken,62.31,53.21,43.9,173,yes,central,pecking,2,no,Undefined,,fragment of impact tool??
Nesher Ramla,1160,1160,5,37,,Limestone,Pebble,complete,76.75,63.09,46.98,322,yes,both,mix,2,yes,Undefined,,orange color resid?
Nesher Ramla,374,374,5,37,Q18,Limestone,block,broken,77.86,60.17,41.25,292,no,,,,no,Natural,,
Nesher Ramla,6898,6898,5,,,Limestone,Pebble,complete,80.33,55.4,54.06,394,yes,tip,pecking,1,no,Hammerstone,,
Nesher Ramla,8067,8067,5,46,,Limestone,Pebble,complete,66.61,64.84,49.18,302,yes,tip,pecking,1,no,Hammerstone,,
Nesher Ramla,4340,4340-1,5,,,Limestone,Pebble,complete,109.16,78.84,47.34,577,yes,central,polish,1,no,Abrader,,polish with direction
Nesher Ramla,8741,8741-1,5,,,Limestone,Pebble,complete,73.15,66.63,44.2,317,no,,,,no,Manuport,,
Nesher Ramla,8741,8741-2,5,,,Limestone,Pebble,complete,0,0,0,0,no,,,,no,Manuport,,
Nesher Ramla,8741,8741-4,5,,,Limestone,Pebble,complete,86.98,65.64,56.35,546,no,,,,no,Manuport,,
Nesher Ramla,8741,8741,5,,,Limestone,Pebble,small_breakage,66.17,49.54,45.04,256,yes,tip,pecking,1,no,Hammerstone,,in the center is recent impact
Nesher Ramla,8741,8741-3,5,,,Limestone,Pebble,complete,85.96,57.85,54.37,101,yes,central,polish,1,no,Undefined,,??
Nesher Ramla,8743,8743-1,5,,,Limestone,Pebble,broken,74.2,43.79,27.33,127,no,,,,no,Manuport,,
Nesher Ramla,8743,8743-2,5,,,Limestone,Pebble,complete,64.14,56.51,46.12,217,yes,tip,pecking,1,no,Hammerstone,,
Nesher Ramla,8743,8743-3,5,,,Limestone,Pebble,complete,78.96,63,51.83,351,yes,tip,polish,1,no,Abrader,,
Nesher Ramla,8743,8743-4,5,,,Limestone,block,broken,102.2,47.83,52.39,293,yes,central,pecking,1,no,Anvil,,anvil fragment??
Nesher Ramla,8743,8743,5,,,Limestone,Pebble,complete,69.42,56.56,48.89,296,yes,tip,pecking,1,no,Hammerstone,,
Nesher Ramla,8548,8548,5,58,,Limestone,Pebble,complete,40.1,37.58,24.77,66,no,,,,no,Manuport,,
Nesher Ramla,8548,8548-1,5,58,,Limestone,Pebble,complete,56.66,53.89,32.55,127,no,,,,no,Manuport,,
Nesher Ramla,8567,8567,5,58B,,Limestone,Pebble,complete,58.21,42.73,41.91,147,no,,,,no,Manuport,,
Nesher Ramla,746,746,5,37,,Limestone,Pebble,complete,79.08,63.89,42.5,307,no,,,,no,Manuport,,
Nesher Ramla,6945,6945,5,,,Limestone,Pebble,complete,44.99,34.5,28.58,68,no,,,,no,Manuport,,
Nesher Ramla,6945,6945-1,5,,,Limestone,Pebble,complete,70.7,52.88,36.43,206,no,,,,no,Manuport,,
Nesher Ramla,8109,8109,5,45,O15,Limestone,block,complete,89.22,73.25,54.89,470,no,,,,no,Natural,,
Nesher Ramla,8109,8109-1,5,45,O15,Limestone,Pebble,complete,84.31,65.03,43.64,330,no,,,,no,Manuport,,
Nesher Ramla,8292,8292,5,37,,Limestone,Pebble,complete,77.06,70.89,55.51,348,no,,,,no,Manuport,,
Nesher Ramla,1751,1751,5,37,,Limestone,Pebble,broken,83.79,81.34,45.32,365,yes,tip,pecking,1,no,Chopper,,
Nesher Ramla,8114,8114-1,5,45,,Limestone,Pebble,broken,78.62,57.75,31.43,158,no,,,,no,Manuport,,
Nesher Ramla,8114,8114,5,45,,Limestone,Pebble,complete,77.81,49.7,47.63,234,yes,tip,pecking,1,no,Hammerstone,,
Nesher Ramla,6661,6661,5,56,,Limestone,Pebble,complete,61.68,52.01,27.76,133,no,,,,no,Manuport,,
Nesher Ramla,6661,6661-1,5,56,,Limestone,block,broken,134.87,133.5,36.86,822,no,,,,no,Natural,,
Nesher Ramla,6661,6661-2,5,56,,Limestone,block,broken,94.83,85.52,48.03,672,no,,,,no,Natural,,
Nesher Ramla,8500,8500,5,37,,Limestone,Pebble,complete,92.12,73.42,58.35,581,yes,tip,polish,1,no,Abrader,,
Nesher Ramla,1159,1159,5,37,,Limestone,block,broken,115.41,104.45,43.41,742,yes,tip,pecking,1,no,Undefined,,
Nesher Ramla,8741,8741-4,5,,,Limestone,Pebble,small_breakage,66.77,57.7,46.75,220,yes,tip,pecking,1,no,Hammerstone,,
Nesher Ramla,8741,8741-2,5,,,Limestone,Pebble,broken,102.24,77.57,74.28,696,yes,tip,pecking,1,no,Chopper,,???
Nesher Ramla,8741,8741-3,5,,,Limestone,Pebble,complete,0,0,0,0,yes,tip,polish,1,no,Undefined,,??
Nesher Ramla,8741,8741-1,5,,,Limestone,Pebble,complete,45.75,40.1,24.33,69,no,,,,no,Manuport,,
Nesher Ramla,8741,8741,5,,,Limestone,Pebble,complete,59.15,39.21,38.05,171,no,,,,no,Manuport,,
Nesher Ramla,8741,8741-5,5,,,Limestone,Pebble,complete,88.16,68.83,40.26,315,yes,tip,pecking,1,yes,Pebble Pestle,,ochre???
Nesher Ramla,8522,8522,5,58,,Limestone,Pebble,broken,73.23,66.03,29.76,165,no,,,,no,Manuport,,
Nesher Ramla,816,816,5,37,,Limestone,block,complete,83.39,77.29,54.03,375,no,,,,no,Manuport,,
Nesher Ramla,1086,1086,5,37,,Limestone,Pebble,complete,56.74,52.62,30.32,111,yes,both,pecking,1,no,Hammerstone,,
Nesher Ramla,8087,8087,5,45,,Limestone,Pebble,complete,52.26,45.55,29.76,110,no,,,,no,Manuport,,
Nesher Ramla,8289,8289,5,37,,Limestone,Pebble,complete,56.35,40.84,25.2,94,no,,,,no,Manuport,,
Nesher Ramla,5621,5621,5,45,,Limestone,block,broken,,,,,no,,,,no,Natural,,
Nesher Ramla,5621,5621-1,5,45,,Limestone,block,broken,108.75,95.07,45.05,839,no,,,,no,Natural,,
Nesher Ramla,8478,8478,5,37,,Limestone,Pebble,broken,63.43,45.72,36.05,146,no,,,,no,Manuport,,
Nesher Ramla,8478,8478-1,5,37,,Limestone,Pebble,complete,62.69,43.01,40.66,138,no,,,,no,Manuport,,
Nesher Ramla,8038,8038-1,5,59,,Limestone,Pebble,broken,100.67,45.89,64.56,486,yes,central,pecking,1,no,Anvil,,broken anvil??
Nesher Ramla,8038,8038,5,59,,Limestone,Pebble,complete,52.1,43.36,35.13,98,no,,,,no,Manuport,,
Nesher Ramla,7716,7716-1,5,46,,Limestone,block,complete,103.08,100.36,61.81,668,no,,,,no,Natural,,
Nesher Ramla,7716,7716,5,46,,Limestone,Pebble,complete,71.49,61.12,54.62,416,no,,,,yes,Undefined,,black resid
Nesher Ramla,8291,8291,5,37,,Limestone,Pebble,complete,72.52,66.36,44.7,255,no,,,,no,Manuport,,
Nesher Ramla,8285,8285,5,37,,Limestone,Pebble,complete,82.45,53.77,45.52,280,no,,,,no,Manuport,,
Nesher Ramla,7226,7226,5,,,Limestone,Pebble,complete,51.94,46.15,38.99,156,no,,,,no,Manuport,,
Nesher Ramla,8039,8039-1,5,59,,Limestone,Pebble,complete,76.02,74.38,54.71,449,yes,tip,pecking,1,no,Hammerstone,,
Nesher Ramla,8038,8038,5,59,,Limestone,Pebble,complete,65.05,52.76,36.84,193,yes,tip,pecking,2,no,Hammerstone,,
Nesher Ramla,8741,8741,5,,,Limestone,Pebble,complete,68.83,62.28,47.51,290,no,,,,no,Manuport,,
Nesher Ramla,8741,8741-6,5,,,Limestone,Pebble,complete,66.43,42.47,28.66,127,no,,,,no,Manuport,,
Nesher Ramla,8741,8741-8,5,,,Limestone,Pebble,complete,77.13,54.7,44.09,281,no,,,,no,Manuport,,
Nesher Ramla,8741,8741-7,5,,,Limestone,Pebble,complete,101.42,91.04,93,1384,yes,tip,pecking,1,no,Hammerstone,,
Nesher Ramla,8741,8741-1,5,,,Limestone,Pebble,complete,66.41,63.85,56.31,403,no,,,,no,Manuport,,
Nesher Ramla,8485,8485,5,37,,Limestone,Pebble,complete,72.07,65.57,57.35,371,yes,tip,striations,1,no,Abrader,,
Nesher Ramla,5503,5503,5,45,,Nari,block,broken,178.73,143.13,86.36,2715,no,,,,no,Natural,,
Nesher Ramla,5503,5503-1,5,45,,Limestone,Pebble,complete,75.71,54.95,43.87,235,no,,,,no,Manuport,,
Fara II,,7,LF,,P10C,Limestone,block,broken,76.24,44.73,21.13,102,yes,central,polish,1,no,Undefined,,
Fara II,,8,LF,,P10C,Limestone,block,broken,62.7,55.3,27.03,132,yes,central,polish,1,no,Undefined,,
Fara II,,180,,,N15D,Limestone,Pebble,broken,75.66,66.19,44.15,241,yes,central,pecking,1,no,Hammerstone,,
Fara II,,101,,,O15a,Limestone,block,complete,50.15,47.3,37.65,107,yes,central,pecking,1,no,Undefined,,
Quneitra,,15204,,,G12,Basalt,boulder,broken,184.78,155.45,106.88,5000,yes,central,pecking,2,yes,Anvil,,
Quneitra,,15205,,,,Basalt,boulder,broken,153.14,146.12,132.57,5000,yes,central,pecking,2,yes,Anvil,,
Quneitra,,15201,,,,Basalt,boulder,broken,143.71,13.76,128.58,3781,yes,central,pecking,1,yes,Anvil,,
Nesher Ramla,8289,8289/1,5,37,,Limestone,Pebble,broken,75.32,60.12,43.52,303,yes,tip,pecking,1,no,Hammerstone,,samp for resid
Nesher Ramla,1635,1635,5,37,,Limestone,Pebble,complete,79.63,50.4,38.12,229,yes,tip,pecking,1,no,Hammerstone,,samp for resid
Nesher Ramla,8536,8536,5,,,Limestone,Pebble,broken,67.42,47.58,38.78,169,yes,tip,pecking,1,no,Hammerstone,,samp for resid
Nesher Ramla,5115,5115,5,,,Limestone,Pebble,broken,153.55,98.21,81.56,1819,yes,tip,pecking,1,no,Chopper,,samp for resid
Nesher Ramla,76,76,5,37A,,Limestone,boulder,broken,176.57,164.8,65.32,3988,yes,central,mix,2,yes,Anvil,,samp for resid
Nesher Ramla,377,377,5,37,Q18,Limestone,boulder,broken,154.1,134.43,122.35,3783,yes,tip,mix,3,yes,Undefined,,samp for resid
Nesher Ramla,68,68,5,37A,,Limestone,boulder,complete,206.58,102.85,102.5,3597,yes,central,pecking,2,yes,Undefined,,samp for resid- white resid
Nesher Ramla,7098,7098,5,,,Limestone,boulder,broken,203.48,152.03,75.61,3848,yes,central,pecking,1,no,Anvil,,samp for resid
Nesher Ramla,7665,7665,5,44,,Limestone,block,broken,192.93,138.34,120.02,3921,no,,,,yes,Undefined,,samp for resid- bone resid
Nesher Ramla,7244,7244,5,57,,Limestone,Pebble,broken,46.96,42.31,24.54,62,no,,,,yes,Undefined,,samp for resid-redish area
Nesher Ramla,338,338,5,37,P20,Limestone,Pebble,broken,87.18,72.66,61.28,535,yes,both,mix,3,no,Undefined,,samp for resid
Nesher Ramla,1534,1534,5,37,,Limestone,block,broken,155.06,152.89,93.99,3532,yes,central,pecking,1,no,Anvil,,samp for resid-talhado a volta?
Nesher Ramla,4152,4152,5,,,Limestone,boulder,complete,153.6,132.06,103.82,3058,yes,central,pecking,1,no,Anvil,,samp for resid
Nesher Ramla,8741,8741-6,5,,,Limestone,Pebble,complete,173.2,79.19,52.46,1274,yes,central,pecking,1,no,Abrader,,samp for resid
Nesher Ramla,900,900,5,37,,Limestone,Pebble,complete,77.94,72.49,44.01,396,yes,central,pecking,1,no,Undefined,,samp for resid
Nesher Ramla,5071,5071,5,53,,Limestone,block,broken,92.64,89.91,35.87,308,yes,central,striations,1,yes,Anvil,,samp for resid-white resid-contamination?
Nesher Ramla,5071,5071-1,5,53,,Limestone,Pebble,broken,111.16,86.81,27.11,155,yes,central,pecking,1,yes,Undefined,,samp for resid-black resid
Nesher Ramla,5551,5551,5,45,,Limestone,boulder,broken,151.45,63.91,71.02,11.71,yes,central,pecking,1,no,Anvil,,samp for resid
Nesher Ramla,5935,5935,5,,,Limestone,Pebble,broken,118.9,82,30.26,367,yes,central,pecking,1,yes,Anvil,,samp for resid-redish area
Nesher Ramla,5935,5935-1,5,,,Limestone,Pebble,complete,74.42,37.79,32.12,141,yes,central,polish,1,yes,Abrader,,samp for resid
Nesher Ramla,8743,8743,5,,,Limestone,Pebble,complete,78.26,52.69,51.45,306,yes,tip,polish,1,no,Abrader,,samp for resid
Nesher Ramla,x4,x4,5,,,Limestone,Pebble,complete,70.05,50.63,43.56,208,no,,,,,Undefined,,samp fer resid
Nesher Ramla,4277,4277,5,37,,Limestone,Pebble,complete,151.24,126.93,73.73,2031,yes,central,pecking,1,yes,Anvil,,samp fer resid- flint resid?
Nesher Ramla,4260,4260,5,37,,Limestone,Pebble,broken,85.28,67.82,59.11,420,yes,central,pecking,2,yes,Hammerstone,,samp for resid-redish area
,,,,,,,,,,,,,,,,,,Undefined,,
,,,,,,,,,,,,,,,,,,Undefined,,
,,,,,,,,,,,,,,,,,,Undefined,,
,,,,,,,,,,,,,,,,,,Undefined,,
,,,,,,,,,,,,,,,,,,Undefined,,
,,,,,,,,,,,,,,,,,,Undefined,,
Tinshemet,196,196,,,AO19,Limestone,Pebble,complete,56.9,53.48,40.95,165,no,,,,,Manuport,,
